불용일자,불용확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,물품상태,사유
2025-07-16,2025-08-04,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201900233,2019-10-13,8655000,2019-11-01,소프트웨어융합대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2023-06-24,2023-07-14,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201900234,2019-10-13,8655000,2019-11-01,소프트웨어융합대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2024-06-24,2024-07-13,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201900235,2019-10-13,8655000,2019-11-01,소프트웨어융합대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2022-05-24,,badbergjr,박대리,반려,4321150324510198,노트북컴퓨터,M201900236,2019-10-13,8655000,2019-11-01,소프트웨어융합대학RC행정팀(ERICA),운용,6,폐품,고장/파손
2022-02-25,2022-03-20,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201900237,2019-10-13,8655000,2019-11-01,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2025-05-17,2025-06-11,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201900238,2019-10-13,8655000,2019-11-01,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2025-10-16,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201900239,2019-10-13,8655000,2019-11-01,소프트웨어융합대학RC행정팀(ERICA),운용,6,불용품,수리비용과다
2023-08-30,2023-09-25,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201900240,2019-10-13,8655000,2019-11-01,소프트웨어융합대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2024-12-13,2025-01-12,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201900241,2019-10-13,8655000,2019-11-01,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2022-12-12,2023-01-07,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201900242,2019-10-13,8655000,2019-11-01,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2019-12-07,2019-12-23,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201500244,2015-06-15,5797000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2025-09-12,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201500245,2015-06-15,5797000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),운용,6,폐품,고장/파손
2018-10-28,2018-11-18,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201500246,2015-06-15,5797000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2020-11-22,2020-12-16,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201500247,2015-06-15,5797000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2019-11-13,2019-11-28,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201500248,2015-06-15,5797000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2025-05-14,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201500249,2015-06-15,5797000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),운용,6,폐품,고장/파손
2020-09-17,2020-10-17,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201500250,2015-06-15,5797000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2020-11-25,2020-12-12,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201500251,2015-06-15,5797000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2020-06-05,2020-07-01,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201500252,2015-06-15,5797000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2018-11-07,2018-12-01,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201500253,2015-06-15,5797000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2019-10-14,2019-10-29,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201500254,2015-06-15,5797000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2025-11-14,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M202100255,2021-08-21,6314000,2021-09-01,소프트웨어융합대학RC행정팀(ERICA),운용,6,폐품,고장/파손
2026-01-06,2026-02-01,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M202100257,2021-08-21,6314000,2021-09-01,소프트웨어융합대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2026-01-22,2026-02-06,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M202100259,2021-08-21,6314000,2021-09-01,소프트웨어융합대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2026-02-08,2026-02-08,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M202100260,2021-08-21,6314000,2021-09-01,소프트웨어융합대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2025-04-10,2025-05-01,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M202100263,2021-08-21,6314000,2021-09-01,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2025-08-01,,badbergjr,박대리,반려,4321150324510198,노트북컴퓨터,M202100264,2021-08-21,6314000,2021-09-01,소프트웨어융합대학RC행정팀(ERICA),운용,6,폐품,고장/파손
2025-06-07,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M202100265,2021-08-21,6314000,2021-09-01,소프트웨어융합대학RC행정팀(ERICA),운용,6,불용품,수리비용과다
2021-07-29,2021-08-17,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201700266,2017-09-01,8520000,2017-09-12,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2021-06-07,2021-07-02,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201700267,2017-09-01,8520000,2017-09-12,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2022-08-07,2022-09-02,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201700268,2017-09-01,8520000,2017-09-12,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2021-02-02,2021-02-26,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201700269,2017-09-01,8520000,2017-09-12,소프트웨어융합대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2024-04-22,2024-05-16,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201700270,2017-09-01,8520000,2017-09-12,소프트웨어융합대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2022-01-06,2022-02-04,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201700271,2017-09-01,8520000,2017-09-12,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2021-04-17,2021-05-03,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201700272,2017-09-01,8520000,2017-09-12,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2025-04-12,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201700273,2017-09-01,8520000,2017-09-12,소프트웨어융합대학RC행정팀(ERICA),운용,6,불용품,노후화(성능저하)
2020-11-29,2020-12-18,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201700274,2017-09-01,8520000,2017-09-12,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2025-12-07,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201700275,2017-09-01,8520000,2017-09-12,소프트웨어융합대학RC행정팀(ERICA),운용,6,폐품,고장/파손
2022-01-22,2022-02-21,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201700276,2017-09-01,8520000,2017-09-12,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2022-05-19,2022-06-18,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201700277,2017-09-01,8520000,2017-09-12,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2021-11-16,2021-12-08,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201700278,2017-09-01,8520000,2017-09-12,소프트웨어융합대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2020-03-20,2020-04-08,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201700279,2017-09-01,8520000,2017-09-12,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2022-03-16,2022-04-12,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201700280,2017-09-01,8520000,2017-09-12,소프트웨어융합대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2025-08-26,2025-09-13,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M202500295,2025-07-07,9180000,2025-07-19,소프트웨어융합대학RC행정팀(ERICA),불용,6,중고품,활용부서부재
2021-03-17,2021-04-11,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201700296,2017-02-08,580000,2017-02-11,소프트웨어융합대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2025-05-23,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201900298,2019-02-09,6792000,2019-02-22,소프트웨어융합대학RC행정팀(ERICA),운용,6,폐품,고장/파손
2022-07-29,2022-08-15,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201900299,2019-02-09,6792000,2019-02-22,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2024-06-16,2024-07-04,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201900300,2019-02-09,6792000,2019-02-22,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2022-10-10,2022-11-08,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201900301,2019-02-09,6792000,2019-02-22,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2023-03-11,2023-03-29,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201900302,2019-02-09,6792000,2019-02-22,소프트웨어융합대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2023-08-28,2023-09-20,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201900303,2019-02-09,6792000,2019-02-22,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2022-12-15,2023-01-13,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201900304,2019-02-09,6792000,2019-02-22,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2024-12-09,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201900305,2019-02-09,6792000,2019-02-22,소프트웨어융합대학RC행정팀(ERICA),운용,6,폐품,고장/파손
2025-03-27,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201900306,2019-02-09,6792000,2019-02-22,소프트웨어융합대학RC행정팀(ERICA),운용,6,불용품,수리비용과다
2023-10-01,2023-10-25,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201900307,2019-02-09,6792000,2019-02-22,소프트웨어융합대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2025-01-20,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201900308,2019-02-09,6792000,2019-02-22,소프트웨어융합대학RC행정팀(ERICA),운용,6,불용품,수리비용과다
2022-11-29,2022-12-13,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201900309,2019-02-09,6792000,2019-02-22,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2024-11-29,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201900310,2019-11-06,1128000,2019-11-13,소프트웨어융합대학RC행정팀(ERICA),운용,6,불용품,노후화(성능저하)
2024-05-10,2024-06-06,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201900311,2019-11-06,1128000,2019-11-13,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2025-04-09,2025-04-24,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201900312,2019-06-14,41952000,2019-06-26,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2023-10-30,2023-11-29,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201900313,2019-06-14,41952000,2019-06-26,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2024-09-04,2024-09-25,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201900314,2019-06-14,41952000,2019-06-26,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2024-09-09,2024-09-29,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201900315,2019-06-14,41952000,2019-06-26,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2025-06-27,2025-07-24,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201900317,2019-06-14,41952000,2019-06-26,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2026-02-06,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201900318,2019-06-14,41952000,2019-06-26,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2020-06-21,2020-07-07,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201900319,2019-06-14,41952000,2019-06-26,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2024-09-15,2024-10-14,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201900320,2019-06-14,41952000,2019-06-26,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2025-03-08,2025-03-28,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201900321,2019-06-14,41952000,2019-06-26,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2025-04-26,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201900322,2019-06-14,41952000,2019-06-26,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2025-02-21,2025-03-15,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201900323,2019-06-14,41952000,2019-06-26,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2025-03-07,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201900324,2019-06-14,41952000,2019-06-26,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2024-04-26,2024-05-17,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201900325,2019-06-14,41952000,2019-06-26,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2024-11-23,2024-12-21,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201900326,2019-06-14,41952000,2019-06-26,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2024-12-11,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201900327,2019-06-14,41952000,2019-06-26,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2021-05-01,2021-05-15,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201600328,2016-02-24,8109000,2016-03-01,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2025-06-13,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201600329,2016-02-24,8109000,2016-03-01,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2020-10-03,2020-10-25,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201600330,2016-02-24,8109000,2016-03-01,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2025-05-08,2025-05-25,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M202200332,2022-01-05,8424000,2022-01-11,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2019-06-04,2019-06-24,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201500334,2015-06-11,39344000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2019-09-10,2019-09-26,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201500335,2015-06-11,39344000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2020-04-10,2020-04-28,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201500336,2015-06-11,39344000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2019-01-05,2019-01-22,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201500337,2015-06-11,39344000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2021-05-31,2021-06-15,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201500338,2015-06-11,39344000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2022-09-14,2022-10-03,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201500339,2015-06-11,39344000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
